symbol,open_time,close_time,available_at_assumed,open,high,low,close,volume
BTCUSDT,2025-05-02T00:00:00+00:00,2025-05-02T23:59:59.999000+00:00,2025-05-03T00:00:00.999000+00:00,96489.9,97895.68,96350.0,96887.14,14905.74811
BTCUSDT,2025-05-03T00:00:00+00:00,2025-05-03T23:59:59.999000+00:00,2025-05-04T00:00:00.999000+00:00,96887.13,96935.67,95753.01,95856.42,9723.34838
BTCUSDT,2025-05-04T00:00:00+00:00,2025-05-04T23:59:59.999000+00:00,2025-05-05T00:00:00.999000+00:00,95856.42,96304.48,94151.38,94277.62,11036.38342
BTCUSDT,2025-05-05T00:00:00+00:00,2025-05-05T23:59:59.999000+00:00,2025-05-06T00:00:00.999000+00:00,94277.61,95199.0,93514.1,94733.68,17251.18189
BTCUSDT,2025-05-06T00:00:00+00:00,2025-05-06T23:59:59.999000+00:00,2025-05-07T00:00:00.999000+00:00,94733.68,96920.65,93377.0,96834.02,16122.64513
BTCUSDT,2025-05-07T00:00:00+00:00,2025-05-07T23:59:59.999000+00:00,2025-05-08T00:00:00.999000+00:00,96834.02,97732.0,95784.61,97030.5,16644.83854
BTCUSDT,2025-05-08T00:00:00+00:00,2025-05-08T23:59:59.999000+00:00,2025-05-09T00:00:00.999000+00:00,97030.5,104145.76,96876.29,103261.6,34962.02847
BTCUSDT,2025-05-09T00:00:00+00:00,2025-05-09T23:59:59.999000+00:00,2025-05-10T00:00:00.999000+00:00,103261.61,104361.3,102315.14,102971.99,27617.39907
BTCUSDT,2025-05-10T00:00:00+00:00,2025-05-10T23:59:59.999000+00:00,2025-05-11T00:00:00.999000+00:00,102971.99,104984.57,102818.76,104809.53,15324.78611
BTCUSDT,2025-05-11T00:00:00+00:00,2025-05-11T23:59:59.999000+00:00,2025-05-12T00:00:00.999000+00:00,104809.53,104972.0,103345.06,104118.0,17987.12197
BTCUSDT,2025-05-12T00:00:00+00:00,2025-05-12T23:59:59.999000+00:00,2025-05-13T00:00:00.999000+00:00,104118.0,105819.45,100718.37,102791.32,31272.77792
BTCUSDT,2025-05-13T00:00:00+00:00,2025-05-13T23:59:59.999000+00:00,2025-05-14T00:00:00.999000+00:00,102791.32,104976.25,101429.7,104103.72,21253.42409
BTCUSDT,2025-05-14T00:00:00+00:00,2025-05-14T23:59:59.999000+00:00,2025-05-15T00:00:00.999000+00:00,104103.72,104356.95,102602.05,103507.82,16452.9081
BTCUSDT,2025-05-15T00:00:00+00:00,2025-05-15T23:59:59.999000+00:00,2025-05-16T00:00:00.999000+00:00,103507.83,104192.7,101383.07,103763.71,17998.98604
